1,l,159,1,5,2025-10-16 22:29:08
2,l,3,12,5,2025-10-18 17:27:05
3,l,8,1,5,2025-10-18 18:17:43
4,l,2,1,5,2025-10-18 18:23:30
5,l,8,1,5,2025-10-18 18:35:20
6,l,10,15,5,2025-10-18 18:45:24
7,l,4,3,5,2025-10-18 18:46:38
8,001,5,7,7,2025-10-18 18:48:14
9,L,7,0,5,2025-10-19 19:01:04
10,002,8,4,5,2025-10-19 19:04:44
11,001,4,4,5,2025-10-19 19:13:06
12,l,7,6,5,2025-10-19 19:15:34
13,l,10,4,5,2025-10-19 19:23:24
14,l,7,2,5,2025-10-20 01:07:41
15,l,8,27,5,2025-10-20 03:36:16
